timestamp,open,high,low,close,volume
2025-03-01 03:00:00,2256.2,2256.79,2254.5,2256.19,133.6065
2025-03-01 03:01:00,2256.19,2258.3,2255.21,2257.59,187.198
2025-03-01 03:02:00,2257.59,2258.79,2254.2,2254.57,152.0207
2025-03-01 03:03:00,2254.58,2256.4,2254.24,2256.39,174.0697
2025-03-01 03:04:00,2256.39,2259.5,2255.92,2258.79,342.926
2025-03-01 03:05:00,2258.79,2259.49,2256.1,2256.1,188.4232
2025-03-01 03:06:00,2256.12,2256.13,2251.17,2252.31,671.4552
2025-03-01 03:07:00,2252.31,2252.6,2250.0,2252.1,349.47
2025-03-01 03:08:00,2252.11,2252.11,2250.15,2251.02,349.1554
2025-03-01 03:09:00,2251.03,2251.35,2250.06,2250.69,116.7081
2025-03-01 03:10:00,2250.69,2251.76,2249.63,2251.75,421.4267
2025-03-01 03:11:00,2251.75,2253.59,2251.53,2252.77,342.6359
2025-03-01 03:12:00,2252.77,2253.49,2252.7,2253.14,57.4192
2025-03-01 03:13:00,2253.15,2255.0,2252.11,2252.52,155.5983
2025-03-01 03:14:00,2252.53,2252.7,2251.76,2251.76,122.0098
2025-03-01 03:15:00,2251.77,2252.44,2250.92,2251.59,169.968
2025-03-01 03:16:00,2251.6,2251.6,2250.0,2250.01,87.9301
2025-03-01 03:17:00,2250.01,2252.18,2249.59,2251.2,218.85
2025-03-01 03:18:00,2251.19,2252.5,2249.59,2249.6,98.5036
2025-03-01 03:19:00,2249.59,2250.98,2249.0,2250.5,125.4916
2025-03-01 03:20:00,2250.51,2251.6,2249.94,2249.94,128.1562
2025-03-01 03:21:00,2249.95,2254.04,2249.95,2252.51,347.4104
2025-03-01 03:22:00,2252.51,2252.89,2251.8,2252.06,94.3115
2025-03-01 03:23:00,2252.06,2252.19,2250.68,2250.8,120.4352
2025-03-01 03:24:00,2250.8,2251.51,2250.53,2251.51,89.5322
2025-03-01 03:25:00,2251.51,2255.0,2251.5,2253.73,177.1813
2025-03-01 03:26:00,2253.74,2257.53,2253.29,2254.68,727.3472
2025-03-01 03:27:00,2254.68,2255.0,2253.6,2253.61,29.9554
2025-03-01 03:28:00,2253.61,2255.1,2253.6,2254.5,85.1747
2025-03-01 03:29:00,2254.5,2256.1,2253.5,2255.99,127.1403
2025-03-01 03:30:00,2255.99,2256.82,2253.77,2255.04,243.5167
2025-03-01 03:31:00,2255.04,2259.39,2255.03,2257.59,159.6838
2025-03-01 03:32:00,2257.6,2258.8,2255.92,2257.56,122.5057
2025-03-01 03:33:00,2257.57,2260.76,2257.57,2259.8,322.2166
2025-03-01 03:34:00,2259.8,2263.41,2258.59,2261.81,342.8195
2025-03-01 03:35:00,2261.8,2268.75,2260.52,2267.8,427.1771
2025-03-01 03:36:00,2267.81,2267.81,2263.1,2264.81,265.904
2025-03-01 03:37:00,2264.81,2266.84,2263.9,2263.9,339.5984
2025-03-01 03:38:00,2263.9,2266.83,2263.81,2266.83,171.7064
2025-03-01 03:39:00,2266.84,2268.29,2266.01,2267.5,182.476
2025-03-01 03:40:00,2267.5,2268.7,2265.01,2267.4,494.3736
2025-03-01 03:41:00,2267.4,2267.59,2264.5,2264.59,165.5528
2025-03-01 03:42:00,2264.59,2265.07,2263.19,2264.5,104.1713
2025-03-01 03:43:00,2264.5,2264.82,2259.99,2260.5,239.2406
2025-03-01 03:44:00,2260.51,2260.6,2258.7,2260.22,121.698
2025-03-01 03:45:00,2260.22,2260.22,2257.81,2258.18,171.6083
2025-03-01 03:46:00,2258.19,2258.66,2257.4,2258.41,126.0713
2025-03-01 03:47:00,2258.41,2261.2,2258.41,2260.8,158.1917
2025-03-01 03:48:00,2260.79,2264.1,2260.54,2263.81,226.048
2025-03-01 03:49:00,2263.81,2264.83,2263.03,2263.36,173.2305
2025-03-01 03:50:00,2263.36,2263.36,2262.2,2262.23,149.8954
2025-03-01 03:51:00,2262.22,2262.67,2261.27,2262.58,66.8222
2025-03-01 03:52:00,2262.58,2268.0,2262.22,2267.2,303.7233
2025-03-01 03:53:00,2267.2,2270.31,2266.0,2267.97,586.839
2025-03-01 03:54:00,2267.96,2268.8,2266.92,2267.06,185.965
2025-03-01 03:55:00,2267.07,2267.07,2264.82,2265.45,243.8643
2025-03-01 03:56:00,2265.44,2265.44,2262.1,2262.3,169.0404
2025-03-01 03:57:00,2262.3,2263.0,2261.5,2262.61,109.1088
2025-03-01 03:58:00,2262.6,2262.99,2260.8,2260.8,227.178
2025-03-01 03:59:00,2260.8,2263.29,2260.4,2262.98,198.8086
2025-03-01 04:00:00,2262.98,2263.39,2260.6,2260.6,240.5526
2025-03-01 04:01:00,2260.61,2262.9,2259.11,2261.86,182.8033
2025-03-01 04:02:00,2261.88,2262.09,2258.4,2258.45,138.0613
2025-03-01 04:03:00,2258.45,2261.81,2258.45,2261.47,234.2867
2025-03-01 04:04:00,2261.48,2265.28,2261.2,2264.79,212.7065
2025-03-01 04:05:00,2264.79,2265.55,2263.9,2263.9,187.357
2025-03-01 04:06:00,2263.9,2263.9,2261.7,2261.81,229.3184
2025-03-01 04:07:00,2261.8,2262.81,2261.35,2262.42,144.6388
2025-03-01 04:08:00,2262.42,2264.89,2262.42,2264.48,137.0182
2025-03-01 04:09:00,2264.48,2267.1,2264.41,2266.55,233.8279
2025-03-01 04:10:00,2266.6,2272.0,2266.6,2269.04,979.1527
2025-03-01 04:11:00,2269.04,2273.08,2268.11,2270.51,683.541
