timestamp,open,high,low,close,volume
2024-02-16 03:00:00,2846.97,2846.97,2843.0,2844.2,601.9059
2024-02-16 03:05:00,2844.21,2844.21,2840.0,2843.02,1052.3611
2024-02-16 03:10:00,2843.01,2856.55,2842.58,2855.11,2077.1848
2024-02-16 03:15:00,2855.11,2855.36,2848.19,2849.03,1265.4652
2024-02-16 03:20:00,2849.02,2849.5,2844.86,2848.79,1069.404
2024-02-16 03:25:00,2848.79,2848.85,2845.61,2846.4,749.4462
2024-02-16 03:30:00,2846.4,2846.81,2844.44,2844.89,801.941
2024-02-16 03:35:00,2844.89,2849.53,2843.44,2847.09,2164.2222
2024-02-16 03:40:00,2847.1,2852.44,2846.11,2852.34,1076.4307
2024-02-16 03:45:00,2852.35,2853.55,2845.71,2845.85,761.1585
2024-02-16 03:50:00,2845.85,2846.4,2843.42,2843.74,1430.6318
2024-02-16 03:55:00,2843.74,2847.78,2843.74,2846.18,1479.7002
2024-02-16 04:00:00,2846.18,2847.4,2845.81,2846.0,1123.3321
2024-02-16 04:05:00,2846.01,2848.85,2845.2,2848.33,1146.6693
2024-02-16 04:10:00,2848.32,2851.05,2842.2,2844.42,884.5407
2024-02-16 04:15:00,2844.42,2847.5,2844.41,2846.8,592.4264
2024-02-16 04:20:00,2846.81,2846.81,2842.12,2842.13,673.58
2024-02-16 04:25:00,2842.12,2842.44,2840.4,2841.2,822.2969
2024-02-16 04:30:00,2841.2,2842.3,2839.0,2840.53,802.3186
2024-02-16 04:35:00,2840.52,2841.77,2839.33,2841.77,804.7716
2024-02-16 04:40:00,2841.77,2841.77,2838.92,2839.06,535.4229
2024-02-16 04:45:00,2839.05,2841.59,2838.68,2841.59,414.4625
2024-02-16 04:50:00,2841.58,2842.3,2838.41,2838.42,836.124
2024-02-16 04:55:00,2838.42,2839.3,2835.8,2838.05,566.5835
2024-02-16 05:00:00,2838.04,2840.6,2838.04,2839.48,547.0551
2024-02-16 05:05:00,2839.47,2839.48,2836.35,2837.15,439.0124
2024-02-16 05:10:00,2837.16,2838.16,2835.61,2836.74,608.2467
2024-02-16 05:15:00,2836.74,2839.37,2836.73,2838.19,380.6678
2024-02-16 05:20:00,2838.19,2841.97,2838.18,2840.51,412.0411
2024-02-16 05:25:00,2840.52,2840.96,2840.0,2840.48,363.4194
2024-02-16 05:30:00,2840.48,2841.46,2836.99,2839.12,481.6973
2024-02-16 05:35:00,2839.12,2841.91,2839.11,2841.9,406.8545
2024-02-16 05:40:00,2841.91,2845.78,2841.58,2843.85,955.3523
2024-02-16 05:45:00,2843.84,2846.91,2841.33,2845.9,1362.9579
2024-02-16 05:50:00,2845.9,2847.24,2842.57,2844.16,678.5677
2024-02-16 05:55:00,2844.16,2844.17,2841.33,2842.0,827.3745
2024-02-16 06:00:00,2842.0,2842.38,2840.58,2842.18,501.6126
